track_name,artist_name,genre,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence
Sunroof (242),Billie Eilish,Pop,32,0.30883442400734085,0.050559187959538954,0.49236230351962584,0.04951262970229353,10,0.5227306780568546,-12.181781371697841,0.5132385720964592,150.52836240393123,0.11584715259733847
Bohemian Rhapsody (243),Harry Styles,R&B,73,0.4822643612521922,0.6264570196769271,0.7008656991254286,0.5993585871358027,3,0.2915881281611573,-25.547949105413537,0.5871791281356967,136.74858777835962,0.578718010590238
As It Was (244),Post Malone,Classical,71,0.11849235876840059,0.28732671650890196,0.8555511234358725,0.3416745738184541,2,0.26689928809877184,-18.03475764159088,0.4764893973538262,175.07127499973626,0.36428500129483254
Good as Hell (245),Coldplay,Jazz,35,0.9615133389830848,0.279745967769071,0.41829111109348593,0.9533163722009605,4,0.9295057053681488,-2.867956904491429,0.325707335086999,139.7795832722833,0.08031644794524506
Shut Up and Dance (246),Post Malone,R&B,68,0.7144107636265983,0.33199829423776517,0.3094127948704444,0.9031906907227857,10,0.1724463889738591,-0.03302138861483783,0.7216485442517359,81.48689743455196,0.8869870695233198
Uptown Funk (247),Post Malone,Hip-Hop,81,0.9524671166878468,0.6627962742097216,0.9367245558534901,0.7137062586767072,3,0.5796324582018182,-0.38356635506576353,0.07466164464522407,115.2877350504334,0.19835646824933306
Fix You (248),Post Malone,Jazz,52,0.22672738232996326,0.8706338814834905,0.5156765510770731,0.8181455811278013,7,0.5555250680627196,-3.549764691393829,0.9144403697540473,94.30606822047076,0.7485843470035328
Bohemian Rhapsody (249),Travis Scott,Classical,79,0.879341020176528,0.7590869325556384,0.497253886590878,0.6673318496676933,3,0.7396216846529949,-18.160197361501627,0.020643439545793285,172.46336775977034,0.28222859611811113
Heat Waves (250),The Beatles,Pop,72,0.8087899845635385,0.727529230225095,0.17841609656349577,0.12558210271016068,10,0.49924290752477474,-9.402771237756475,0.9623501334382779,90.40124542850803,0.8129048307527991
Flowers (251),Billie Eilish,Classical,48,0.6771524124576737,0.48439118560084926,0.10815501457335674,0.7655433696892027,11,0.2722856607081342,-17.50223316647404,0.46235560093466244,118.77066631310875,0.11839684142765405
Blinding Lights (252),Queen,R&B,98,0.6250291860852057,0.6938055569674118,0.8421068624835116,0.21019196871884638,7,0.16939649963157855,-10.544189195273916,0.4126699440035412,102.60991936266922,0.7560716102217615
As It Was (253),Billie Eilish,R&B,80,0.31654966526787,0.5527623680335831,0.6141331761875181,0.32344285510019677,5,0.6208188035058918,-20.717025870915503,0.2564440174631881,164.67219903967333,0.09811887390051244
Wonderwall (254),Taylor Swift,Rock,40,0.8164107849650307,0.2162505281865289,0.3258245840194487,0.8192342121024202,11,0.7189907568532331,-11.813932391690042,0.010071134832283168,110.85664975889169,0.4469157878569433
One Dance (255),Taylor Swift,Pop,41,0.5015154614797338,0.20858836774105072,0.19173621739026647,0.5365256083934482,10,0.5695212786820326,-14.287245103414502,0.27479026442179977,179.18934831426452,0.7340043505996046
Uptown Funk (256),Travis Scott,Dance,37,0.07089157589128536,0.29639200687528344,0.5554972801696314,0.8599407141834092,4,0.7383512771211947,-29.265592025604,0.10939992546033395,83.8616605612251,0.17321838118690058
Skinny Love (257),The Beatles,Jazz,53,0.31286316085513,0.9108026709698133,0.5839192892611353,0.21303531984326418,3,0.14152120244996014,-6.278912887616588,0.6598208426933947,92.82767724625658,0.285664988846723
Fix You (258),Miley Cyrus,Electronic,70,0.9352970985453276,0.5474148403797259,0.20699360124505817,0.6077784386068872,3,0.8824701949431355,-29.64306503264533,0.31907497232072624,102.46387764291092,0.8647669920921977
Shut Up and Dance (259),Harry Styles,Pop,65,0.8506802606048463,0.7339053770018694,0.8514057478914739,0.08379097254826162,11,0.5823955084085031,-21.205321732400947,0.7671793284036615,161.11060402001596,0.885119320907646
Uptown Funk (260),The Beatles,Electronic,84,0.9819056980765392,0.3465587598165476,0.08426436615585109,0.6430609935400297,3,0.12684392689259716,-29.822278036379927,0.20691618734611694,167.85172090640157,0.04493545245272623
Bohemian Rhapsody (261),Travis Scott,Pop,38,0.6279933826040981,0.40771577066522524,0.3560930851664217,0.7625340377755347,10,0.461925204205735,-18.713957601144052,0.9002348574321095,87.14513806094223,0.16809058535297527
Anti-Hero (262),Ariana Grande,Pop,76,0.24751007314041196,0.12556557863725137,0.6803844137625221,0.5849308939787217,8,0.8447917378659114,-28.105184155075822,0.5229815151058326,83.24601417622765,0.11747194027285901
Blinding Lights (263),Dua Lipa,Classical,44,0.16281504967686378,0.17129495782167037,0.2741203638192007,0.26623150149881025,3,0.8975621934531601,-2.5946709950627636,0.11450619646898141,154.45568571045794,0.179693094651303
Heat Waves (264),Harry Styles,Pop,77,0.18691444060846163,0.8273565548261456,0.8276751947812718,0.03134266885886672,11,0.2646495049987615,-17.529621145113943,0.40084523565347896,93.33520067536135,0.9701877243062725
Blinding Lights (265),Ed Sheeran,Rock,71,0.019795658347254386,0.5848386316888821,0.7398678266004035,0.11944888396428577,8,0.7112658247104531,-16.215126754067697,0.20676052406976164,93.29985870746393,0.5516552487904565
Wonderwall (266),Coldplay,Dance,89,0.3906821109859392,0.3375324658838189,0.7890228445481342,0.6223029790740262,9,0.09998524748377668,-19.504492917274355,0.1996854261681792,82.23665344944293,0.4681123904549268
Anti-Hero (267),Harry Styles,R&B,99,0.1914276804995425,0.802851208995546,0.11910653587671627,0.9344202168425138,5,0.03354587141215781,-11.174815373947013,0.5063697376522089,84.98078775834219,0.9844673730926161
One Dance (268),Travis Scott,Country,41,0.4116554604567024,0.24651990563798298,0.14054712799554292,0.2065344039720064,9,0.5603989538199428,-6.467756501453888,0.6718920156363726,106.36754585954891,0.5569561298607354
Heat Waves (269),Ariana Grande,Electronic,31,0.9349944318387654,0.9760326986002038,0.2864737377445836,0.7350261491050988,6,0.6948275793281259,-10.555597708530662,0.9116182055034282,86.50054894108064,0.6611179273455245
Good as Hell (270),Ariana Grande,R&B,36,0.43054020950718996,0.34481760774616976,0.5180771651975611,0.8664510632490415,11,0.795786731176502,-7.553786448146173,0.5021620107636534,116.88790916592757,0.3327705460491802
Levitating (271),The Weeknd,Country,32,0.8779844969848348,0.3373109541512276,0.7480160766994024,0.5208821784475111,9,0.34021623845533466,-2.820790094722188,0.9658387750583302,163.2775031227349,0.3821148645095186
As It Was (272),Post Malone,Dance,32,0.6055047666158765,0.3119119055367052,0.8365308907609035,0.6692657958436578,2,0.006525410428886991,-4.093604049857138,0.9416348520733687,112.63202573215926,0.594409383809073
Blinding Lights (273),The Beatles,Dance,56,0.24713155466139192,0.12211151592428793,0.7043353159571805,0.8150153166761481,7,0.4795192371113538,-9.778246417389127,0.8650625299843604,152.78341625793718,0.06978578400046476
Flowers (274),Ariana Grande,Electronic,69,0.3558547592592114,0.11113714733201241,0.9285968815306384,0.2606751577405936,2,0.01585354537356698,-23.560861112867144,0.49997726496241857,89.39099648310301,0.25588288604477516
Blinding Lights (275),Taylor Swift,Electronic,62,0.08391953582142941,0.6481050345341234,0.7387435096159303,0.296895674268043,0,0.09198451067079993,-10.868914468742137,0.14090394368798353,145.9375187419493,0.1968117494603071
Uptown Funk (276),Post Malone,Dance,30,0.3334625935960105,0.875118044558047,0.3062678870046147,0.0006275166284561706,9,0.32668902253174836,-14.817507127784673,0.21790446981538492,111.6747183257435,0.015893393140003598
Blinding Lights (277),Queen,Country,37,0.677540945503534,0.7905205102716735,0.2650812843385726,0.9630941308978025,11,0.4371720495601772,-8.483423069687397,0.6476700027119756,154.9752878697038,0.5369012705204219
Fix You (278),Dua Lipa,Pop,61,0.07211109292943518,0.1411075940213511,0.6961924503010899,0.9175448945963448,4,0.27946944122964856,-5.012050548212553,0.4217549802841961,93.6252014056382,0.5610528395238791
Blinding Lights (279),Travis Scott,Jazz,77,0.20540140847802935,0.5455821217920664,0.19287056868961427,0.7645682637594303,1,0.5818652665047078,-7.718355084407477,0.1468016317539964,169.7883377764482,0.3839392230372589
Levitating (280),Coldplay,Hip-Hop,33,0.3814410414133115,0.10559154597664,0.09271481081026989,0.07907602097664812,9,0.05534978921809519,-4.603164901161442,0.4789939336393104,104.25772028979367,0.26872746946479087
Levitating (281),The Beatles,R&B,99,0.9820495370159625,0.045294643613077445,0.5322228748561939,0.44750288969950813,5,0.1445797102395847,-28.084008799769286,0.017430545502045924,115.31377932811765,0.6520598759946248
One Dance (282),David Bowie,Classical,48,0.7848618229588802,0.6563858593847672,0.8216415697789553,0.10189175397155281,9,0.6952584007554335,-29.05139885287608,0.7338953708995932,175.01807108180418,0.13465916138445688
Shut Up and Dance (283),Taylor Swift,R&B,61,0.7334867464921039,0.5351523336803503,0.10137984246986353,0.015920267262798604,8,0.14214085359791773,-22.24498296901218,0.07358129448969086,137.84823597308588,0.5186150316353341
Good as Hell (284),Drake,Classical,38,0.11619095652544598,0.08202368521147085,0.7918913237957292,0.6161829652125973,0,0.6397752015704224,-2.98001747674115,0.629113619912119,116.5771518963022,0.7680739858106199
Flowers (285),Ed Sheeran,Country,41,0.7809958936149914,0.034939246405988444,0.8115720043515481,0.9608294170801884,3,0.054684620753365554,-5.290222470480785,0.7930103076255994,174.96021470336316,0.1642979839524723
Blinding Lights (286),Miley Cyrus,Classical,40,0.7852688115160151,0.9897564134093346,0.48227400008154353,0.9028680234321501,0,0.4073822791191404,-9.518181066140652,0.13264387445396553,112.9077416890032,0.7532595385958187
Blinding Lights (287),Ariana Grande,Electronic,75,0.6011026956243283,0.030021332149071878,0.05731031001048681,0.6967548149354044,0,0.17740947012118236,-8.977239976808523,0.5186386906660125,89.48707126751798,0.760794509153398
As It Was (288),David Bowie,Jazz,45,0.9903617819983719,0.44452825305015964,0.1745898512471864,0.09664058416487142,7,0.10963628253518642,-8.199885922253625,0.7790675143594696,179.68488878594198,0.059926648230454904
Heat Waves (289),Ariana Grande,Jazz,30,0.32525390592455194,0.5046190246076956,0.7074262751619323,0.27416403767230013,10,0.5670327835012275,-1.7219189854575916,0.2606334547570014,106.78449205589138,0.018784326087181835
Levitating (290),Harry Styles,Electronic,92,0.9412724482418516,0.11728014780044504,0.7117779449909495,0.32005672688529097,1,0.9283357720056218,-5.034265430773274,0.1629165930016191,165.12578486996074,0.9739354059881948
Flowers (291),Taylor Swift,Rock,50,0.9147311149565036,0.16906177843971626,0.8983552751676653,0.7631500577455612,0,0.054787047923548826,-11.298288389188574,0.33681911096745687,96.55407948230872,0.19338265949882494
One Dance (292),Harry Styles,Country,59,0.011480659749377842,0.3518050064103525,0.5826861465545828,0.8022491792351141,10,0.4215542482180342,-10.028536942285786,0.5546991765833158,153.1353971777378,0.822139209100103
Wonderwall (293),The Weeknd,Rock,42,0.45011652647481104,0.7616758762136626,0.1241073677137774,0.3851061229899204,7,0.7075354377454437,-23.587792138166343,0.57527959485475,132.4449394472252,0.5618506530452986
Shut Up and Dance (294),Harry Styles,Rock,63,0.9771042330515733,0.5070824240602667,0.12141490550497214,0.41788399661760967,3,0.462687831687827,-10.280435245311825,0.130876333457687,178.09065582901297,0.2644721575369968
Good as Hell (295),The Weeknd,R&B,33,0.10312136240807579,0.6379018745529615,0.7211323573568237,0.044509039276171336,2,0.8064959461052452,-17.259629627446245,0.45756884767397166,135.28303560923996,0.12997043661881258
Anti-Hero (296),Ed Sheeran,Dance,57,0.5477846943833194,0.9851745550906748,0.18378466510790115,0.289136718418761,11,0.17964531586413168,-25.411143881827687,0.26828219553948784,82.50151518908541,0.4966772735777275
Good as Hell (297),Travis Scott,R&B,88,0.9789575070411041,0.7680054353132096,0.32838549961660535,0.45128517717763994,3,0.9595942050277405,-5.807915422602772,0.8420242180649508,140.3877989624088,0.40735481162944986
Fix You (298),The Weeknd,Dance,56,0.5554954241058602,0.4343614981412177,0.4872120069219139,0.11698304638525758,10,0.3851626277725405,-14.692587005905631,0.31357513206403076,94.5316456336626,0.6988860851170678
Uptown Funk (299),David Bowie,Hip-Hop,98,0.18981530297215599,0.44644192179654874,0.0247648775761512,0.45326746075502133,4,0.3415696329442751,-0.6772487493173536,0.8387045245338596,159.8540915282087,0.9041685495477267
Fix You (300),Post Malone,Classical,54,0.5821832300925898,0.618772077041005,0.24881902701993186,0.8531758122578004,0,0.8746057945031659,-21.54961936576425,0.4285646126017921,165.65681964898988,0.8052480869634384
Blinding Lights (301),Ariana Grande,Dance,32,0.20444057394954684,0.6653652084189043,0.40788960850728007,0.5813210197250533,10,0.5638670318917666,-15.5798966308477,0.7265857658264533,128.20935187947143,0.2744520502048119
Skinny Love (302),Miley Cyrus,Electronic,97,0.5197042628944842,0.5007109258366713,0.27963631849320625,0.07892985503841232,0,0.5164443419028215,-16.560136359933956,0.5100602285441437,158.32214570522984,0.8789332184523058
Shut Up and Dance (303),Post Malone,R&B,54,0.074042217912348,0.6448612228149799,0.13637032746756583,0.19167131883027433,2,0.7269779195284309,-26.376614327022637,0.6219626241309765,94.51107354816051,0.8333913141046041
Uptown Funk (304),Coldplay,Country,49,0.6054826692144046,0.02353249441409877,0.7280122577961974,0.4745443501585562,5,0.5798342382810904,-17.216541635076617,0.3953565108613831,129.2078186535646,0.9291362337217682
Flowers (305),Travis Scott,Classical,63,0.5167899391281582,0.4296228638968441,0.8131476551679849,0.36148714982181207,0,0.16251564475711533,-21.373396307372253,0.7682067678074908,119.39442646905846,0.45866082103798766
Anti-Hero (306),Harry Styles,Hip-Hop,55,0.7401613687614631,0.27893807607347676,0.25747897614372484,0.35872701954609876,10,0.6741976228649297,-25.190385858991966,0.4251893835736583,141.13173870530812,0.7685751724093984
Levitating (307),Drake,Dance,34,0.630700471158785,0.1291744452431104,0.7744194946063033,0.5292674481435902,11,0.13346887928212847,-21.53533247891582,0.4574616465858219,84.447718880316,0.5916580655236704
Shut Up and Dance (308),Coldplay,Hip-Hop,90,0.5496062685307567,0.09954651280877513,0.38555356440131383,0.5843959215894574,1,0.805857705334062,-23.00244926200824,0.5176786682309572,155.21228382486274,0.31050275254948334
Shut Up and Dance (309),Taylor Swift,Country,38,0.6897788492481212,0.6031921656146675,0.5066857908540028,0.7968615702761911,11,0.989736597712271,-7.977794069823659,0.8318241183859835,87.91292894746837,0.9944310025427634
Fix You (310),The Weeknd,Rock,79,0.14394191357223085,0.5236005471526117,0.8560010748931528,0.34096656346248466,6,0.3773876249747763,-29.076744652225198,0.6593789286014649,145.6471517530165,0.03830746683966135
Skinny Love (311),Ariana Grande,Jazz,35,0.5953596612586041,0.2535841169963692,0.7499536818024078,0.8054662830405868,0,0.44475589820201256,-11.47611756260336,0.34916038656574977,81.84572255399442,0.16227257255907468
Blinding Lights (312),Dua Lipa,Country,89,0.17211060282277768,0.4709500587725145,0.8051168513161777,0.33861122911263253,6,0.04643365548281231,-7.180159739291806,0.6703196339815428,163.18880637567295,0.8925423625318949
Bohemian Rhapsody (313),The Beatles,Indie,73,0.9255222078518809,0.4922323151824083,0.13684516658635681,0.05543298894123383,3,0.013733188082578285,-15.578296305930804,0.6424265730085773,97.46996302237812,0.060562843412633516
One Dance (314),David Bowie,Country,40,0.0683341048456042,0.1950089804386158,0.06971942583372948,0.5541876510047912,9,0.9214193348763277,-2.0530505997624466,0.9310192758797043,131.54974759769905,0.8868206673435217
Fix You (315),Miley Cyrus,Hip-Hop,95,0.43037474969079326,0.6520930618816506,0.8934047290879871,0.5879023248948145,5,0.12862406043919206,-8.763579142903943,0.84141643602535,106.14929037276194,0.7152214760582009
Shut Up and Dance (316),Billie Eilish,Electronic,76,0.6957974776554449,0.7809193563860904,0.38783426957109435,0.9345402456218601,7,0.44577874755947033,-7.562290460657483,0.6474469237512481,152.26472020610686,0.03668400539454231
Sunroof (317),David Bowie,R&B,32,0.45802221166825874,0.791463540889519,0.28787967806968084,0.7260613260624744,8,0.8153546238555615,-24.091995376773895,0.3415071106840436,112.13511001897211,0.4293200428541766
As It Was (318),Ed Sheeran,Electronic,59,0.09209525323290235,0.6024698307034551,0.7246962542618245,0.9177726524944395,5,0.8893187599283195,-6.681132724827794,0.7795764488612695,152.46091935883172,0.7544714750022371
Anti-Hero (319),Dua Lipa,Hip-Hop,50,0.5533790161267074,0.5116385825190141,0.8364155965798566,0.9083472102430096,11,0.5193976852834676,-5.037157917506551,0.575208293062801,108.48712068354766,0.5831002846307997
One Dance (320),Drake,R&B,57,0.6416319088273545,0.06100714300539489,0.8624896218983009,0.6045741102582421,10,0.5650325249759498,-19.16200834782031,0.9852699881009016,155.247309093576,0.935871291964458
Fix You (321),The Beatles,Indie,91,0.7037923109905077,0.28783129885160585,0.31599714112522737,0.5277620653364475,8,0.6696839724632725,-23.599107959010865,0.24750612856980403,83.06054963369043,0.8676440329119999
Anti-Hero (322),Dua Lipa,Jazz,62,0.3732598144627589,0.0932714467781699,0.852212391201674,0.5574409671635999,3,0.9613824701437153,-18.4484796238915,0.07965584093088696,108.33113353738484,0.332647635334146
As It Was (323),Harry Styles,Classical,64,0.5636599710287622,0.9638231608784736,0.04093394437434539,0.9783308076772478,5,0.6026699609445051,-7.811760929995884,0.06989181188794769,129.8633506440279,0.08462719552009035
Wonderwall (324),The Weeknd,Hip-Hop,81,0.4506864749389131,0.1350801462257607,0.049661491459718876,0.7731676917469589,7,0.5594752594563462,-17.470829823938917,0.6400303883516804,84.50595819197255,0.9442570396456513
As It Was (325),Travis Scott,Dance,63,0.6720560387522534,0.15177540985110205,0.6235191951741544,0.10626590479239584,8,0.014534135265990678,-7.900443743256361,0.9392602289115238,98.60340613712786,0.5172867677679266
Skinny Love (326),Miley Cyrus,Hip-Hop,70,0.5835569673248185,0.8895766183304922,0.06310636911554623,0.7784284067813999,2,0.08094970202235607,-26.593063770673872,0.001931914291505188,173.45369816412034,0.07439762437194852
As It Was (327),Queen,Hip-Hop,80,0.5257562195591349,0.9439282834764579,0.3246091685101615,0.17053804889822588,1,0.5771716266239962,-5.8196486853454665,0.7257710469577774,177.6834265180189,0.8165756133592795
Anti-Hero (328),The Weeknd,R&B,76,0.24952436683824863,0.7658290392349099,0.672755986246924,0.44735054900562565,5,0.9362403878072032,-22.40377555072928,0.6570651825329454,153.97499473904855,0.8685064706853911
Good as Hell (329),Queen,Pop,87,0.0020185177482339167,0.00540492367266987,0.33726689605422633,0.21045967217653427,3,0.866691348399395,-22.53213036856219,0.7323041922194659,105.22000506169128,0.639424640176571
Anti-Hero (330),Coldplay,Country,86,0.17408167531142926,0.0013462709565636999,0.17959978144009592,0.6895830655332298,0,0.9825789229922046,-12.288571043884179,0.35540540676233556,106.0517445435969,0.4475089656863399
Bohemian Rhapsody (331),Travis Scott,Pop,52,0.11706604142416865,0.3781007697874508,0.28135062185384163,0.8773097361930356,7,0.527834037561274,-27.89645862759031,0.8204964446578551,144.5790357795073,0.6621730123235727
Blinding Lights (332),The Beatles,Indie,77,0.44908474501094675,0.14339537001089253,0.4575753322504318,0.29036188536668095,8,0.7879309384377668,-29.211068199459945,0.04470693141886195,91.75996165987017,0.7066836957051236
Uptown Funk (333),Ariana Grande,Dance,51,0.6122581507618446,0.018386142151597284,0.4753858553554824,0.08201074120818763,8,0.8404003314893405,-22.16914004119652,0.7554311006220276,174.83093804303667,0.893029958085968
Good as Hell (334),Billie Eilish,Jazz,46,0.21308500868480817,0.4640666894045047,0.783000231347202,0.29849309807496327,1,0.6480316573308618,-13.85797347795532,0.26707194134908774,102.48128995101845,0.9558616803747381
Levitating (335),Taylor Swift,Rock,98,0.9390570959671871,0.9430618974069715,0.7501532294315125,0.6723618579321944,8,0.33874990421450724,-2.7715084132431826,0.47683777485807155,179.96356254254437,0.5143209323909114
Uptown Funk (336),Post Malone,Indie,40,0.006682129223887778,0.3238195749024314,0.4568178045561352,0.32876012755444994,6,0.46997843465779443,-4.606944710780791,0.8226362715572205,129.57337953024603,0.7984945335265625
Blinding Lights (337),Travis Scott,Rock,44,0.7723010151653429,0.6611406784286965,0.8456673490987714,0.2781121675538034,4,0.8579170722435677,-15.286606202370736,0.271359035191137,157.14299889929362,0.9645095559916549
Fix You (338),The Weeknd,Rock,64,0.6252047695304422,0.6522353531324407,0.11423713859139584,0.18443519058426494,6,0.29854792598216395,-28.888440189195215,0.18520751164389349,80.21840945055573,0.151243338146966
One Dance (339),Miley Cyrus,Jazz,62,0.3735548010476819,0.25108010366516775,0.2553533502289015,0.49751642687443354,8,0.9237431312666485,-13.942417961120725,0.6813131853478842,168.8746404751642,0.018267981609676687
Bohemian Rhapsody (340),Post Malone,Electronic,45,0.05048894441240792,0.6504252488238643,0.8279764635022515,0.2759488281571876,7,0.2298063414226651,-8.856132002241136,0.5333948915068045,107.00020447805804,0.868963772848294
Bohemian Rhapsody (341),Ed Sheeran,Pop,63,0.6274865717842794,0.21233397428689127,0.3779940386261531,0.7310103491394832,5,0.7495164151567807,-19.825064024248988,0.5144038687461845,146.79367445480653,0.19527333324716079
Levitating (342),Ed Sheeran,Hip-Hop,95,0.38561351286564804,0.12200741357688905,0.9811815587938422,0.07662240199220272,3,0.6305592343457384,-26.66810090155036,0.25676951553791316,160.63552807935895,0.042478766631800946
Good as Hell (343),Dua Lipa,Classical,69,0.9362671394132192,0.7013832855596901,0.4662532815278354,0.6640330331113176,0,0.7495994411207623,-21.642961403830217,0.03488030582002766,96.41477405590021,0.16009613765744457
Skinny Love (344),Post Malone,Rock,57,0.5419900748897659,0.11344081710391674,0.7919356229637641,0.23756001456776987,5,0.4373475724325948,-6.852334065965582,0.41026913833171685,124.2509481329229,0.3841149112437693
Heat Waves (345),Miley Cyrus,Dance,76,0.9396515112935082,0.9969092185893553,0.40230704138237194,0.48927926105160313,2,0.9326410625539846,-19.46268503150015,0.10655948046776798,129.38359406519234,0.21926570159258008
Wonderwall (346),The Beatles,Indie,68,0.2204836934733041,0.18345240115022932,0.4249535190624304,0.2860899220312606,5,0.6324722024114774,-5.640555279428696,0.9059891506492022,111.21194653392045,0.30525362910044307
As It Was (347),Coldplay,Electronic,99,0.7257259103641033,0.5941418627564575,0.3828831472841835,0.7227686760107956,5,0.2882958045542563,-20.414356445775724,0.04125032347173052,128.17558297289816,0.9752940514300463
Good as Hell (348),Queen,Rock,49,0.6172490208487257,0.4113745714125894,0.7190756205108118,0.9453070402516367,3,0.6384550706521437,-25.093348847585457,0.4316508541843814,111.75456576553381,0.7044055441625751
One Dance (349),Dua Lipa,Electronic,30,0.7394082298313118,0.1263864224056671,0.5475178840599945,0.9170767794698133,1,0.2868157472070312,-16.924549214591753,0.05224558370082788,116.07477450552092,0.712191728253204
Wonderwall (350),Ed Sheeran,Electronic,92,0.2146678639725368,0.027843907577413396,0.9437781113683691,0.5834262151440911,8,0.2936323917598742,-16.431764631325834,0.09554387456476632,146.9331178702739,0.09468537472792282
Bohemian Rhapsody (351),Taylor Swift,Rock,96,0.6649945162377737,0.6227322822928333,0.25089031653410476,0.4626103032569784,1,0.3995985116208679,-29.516753443519892,0.658866666922022,143.2593268304997,0.7320983698226917
Anti-Hero (352),Taylor Swift,R&B,33,0.498040393056869,0.8067575637891261,0.10056273208344435,0.8183005094393818,2,0.852430417569119,-26.488647818810215,0.6471112609740945,103.22657257975253,0.7393443329553049
One Dance (353),The Weeknd,Country,87,0.7428249749063163,0.842015661506744,0.3932614850992152,0.6833263626277299,9,0.500297874393992,-24.452219436815476,0.03305219487943978,169.74828847954245,0.6597450184066322
Blinding Lights (354),The Beatles,Dance,54,0.3270446441518178,0.48271347307693446,0.616712707646776,0.18356411421693286,0,0.6789008422302074,-26.592380478639754,0.0011314751208701956,166.27885456713906,0.22843629599787507
Levitating (355),Ariana Grande,Hip-Hop,76,0.8900570254652526,0.7774554671823856,0.860798936915495,0.8209192136130002,6,0.391967740274463,-19.754217737359085,0.078818077242784,130.90833066899518,0.42303617908218494
Blinding Lights (356),Ed Sheeran,Hip-Hop,67,0.08430131461135038,0.6728471334885447,0.34619688668032766,0.4288843893947102,0,0.26360543980688145,-1.0613143314894593,0.7629988977119422,123.32507426957504,0.8462764546696253
Heat Waves (357),Drake,Dance,44,0.807189318791188,0.7242545274991332,0.6537867511244616,0.1889856599711751,10,0.9546401607162314,-14.723323850187661,0.5845764727515071,117.68559829841088,0.6702016293406263
One Dance (358),The Beatles,R&B,92,0.8613196258150908,0.4925990052218141,0.35019868102321905,0.28179735039649245,8,0.6035812471230626,-11.173319283880605,0.038118245188491606,150.7267918666439,0.7327688349999023
Flowers (359),Coldplay,Hip-Hop,50,0.8172523113668212,0.6334117402421271,0.6172195829944581,0.26752703024834235,10,0.9339513385827183,-19.308405644309154,0.4880970158728273,147.16660572094705,0.5873744001258089
Flowers (360),Queen,Electronic,86,0.512726394261776,0.805525913576057,0.8848079470306509,0.5192069746034601,10,0.20341300219831504,-20.295367150705616,0.7120293570544514,99.61806069379787,0.44958659911177845
Fix You (361),Miley Cyrus,Jazz,82,0.4383849800307613,0.39788417555702305,0.23135764225940902,0.2343700906778755,0,0.14689416391293275,-29.30559684254975,0.8689513946008063,147.14580313003614,0.7590520100671082
Good as Hell (362),Post Malone,Indie,75,0.9962622865248768,0.8059789008675837,0.40424164210703917,0.12356648740157616,4,0.8558229071239036,-14.989990329719328,0.9340364906590105,105.243119410204,0.06792581436630496
Bohemian Rhapsody (363),Ed Sheeran,Pop,43,0.22917195121416212,0.5920168427890629,0.9932651964297465,0.12369085061376073,6,0.6809172126172515,-15.491729797450011,0.32744056295406665,81.85583365235256,0.6731607327802641
Bohemian Rhapsody (364),Post Malone,Hip-Hop,46,0.5468759658760446,0.16590102437078624,0.8685570282494608,0.5832761971390966,2,0.18657849925364134,-25.26507821456631,0.1358324284132657,149.9208677537377,0.9972045078506792
As It Was (365),Taylor Swift,Dance,68,0.6706755253823256,0.024684157224584613,0.564639857896202,0.7347592888493786,8,0.26935970066353776,-7.070279993798891,0.23692592073144747,144.47936024607498,0.7801919294680316
As It Was (366),Miley Cyrus,Jazz,38,0.700867635861432,0.36275360039915205,0.5166275918542753,0.3215330088383408,7,0.8006639415253112,-15.219770090669911,0.7761714920402237,121.08092623743414,0.2905635115774553
As It Was (367),Miley Cyrus,Rock,35,0.2040246657385787,0.5466963282963399,0.284600382304681,0.03465070981401708,2,0.4538686199959361,-19.8301808951528,0.9714842150423106,132.56860559195061,0.2778194947053806
Anti-Hero (368),Miley Cyrus,Country,52,0.6539940923398012,0.8398203522034884,0.5172094276935294,0.12722488693701073,4,0.6705405065060909,-25.59273272931219,0.46639361736038054,174.71691917057598,0.6672186105934589
Uptown Funk (369),Taylor Swift,Dance,88,0.8183695664813373,0.1274856801402462,0.8481814982799472,0.9146945603370571,6,0.3183520221360109,-13.435175190869629,0.30535321354778977,139.52001809054377,0.8958542570085304
Shut Up and Dance (370),Coldplay,Electronic,75,0.050018576821112215,0.8002063476835791,0.6851745132777806,0.493543659589453,11,0.3812299527748767,-7.415489217335708,0.42919058196003446,145.78839353365316,0.5779497408478429
Uptown Funk (371),Post Malone,Country,67,0.9115212933253165,0.863009046067227,0.2900440281779866,0.45357280961517477,3,0.990712558623105,-21.54001941945085,0.30481314464513243,86.39113209491411,0.5274022871700583
Blinding Lights (372),David Bowie,Indie,43,0.029504055145205932,0.1506874870008338,0.20146392105353295,0.038049178310090914,4,0.24761708717471853,-23.436169452698323,0.2564875232071543,96.59944606751253,0.16038413384367134
Uptown Funk (373),Post Malone,Indie,91,0.35597103248839435,0.851594319304219,0.2652085369968291,0.7286370223168991,2,0.506456377036514,-14.341951078062692,0.5937507524071796,110.09522764115881,0.7154569553598166
Anti-Hero (374),Harry Styles,R&B,64,0.015813196232962068,0.991453567842792,0.16975920139282652,0.5280680809320789,8,0.8444023431905322,-25.339700924699493,0.0157359803735444,133.93793180281432,0.7022986196378908
